None,repositories#create,"Mysql2::Error: Duplicate entry '589114-Arch-' for key 'projects_name_index': INSERT INTO `repositories` (`db_project_id`, `name`) VALUES (589114, 'Arch')",Database Error,issue-8330.md
peek,runtime,"No route matches {:action=>""index"", :controller=>""webui/main""}",RoutingError,issue-8331.md
,,,,issue-8347.md
python-lxml,staging-workflow,Untracked requests #1771 (review),Bug,issue-8364.md
,,,,issue-8370.md
packages,update,"Mysql2::Error: Incorrect string value: '\xF0\x9F\x93\xA6\xF0\x9F... ' for column `obs_production`.`packages`.`title` at row 1: UPDATE `packages` SET `updated_at` = '2019-09-19 03:52:14.990410', `title` = '📦캣 Fast, reliable, and secure dependency management', `description` = 'Fast: Yarn caches every package it has downloaded, so it never needs to download the same package again. It also does almost everything concurrently to maximize resource utilization. This means even faster installs.\n\nReliable: Using a detailed but concise lockfile format and a deterministic algorithm for install operations, Yarn is able to guarantee that any installation that works on one system will work exactly the same on another system.\n\nSecure: Yarn uses checksums to verify the integrity of every installed package before its code is executed.\n', `url` = 'https://github.com/yarnpkg/yarn/releases', `activity_index` = 18.816151685413935 WHERE `packages`.`id` = 4226876",Data Encoding Error,issue-8385.md
,Frontend,"When logging in via this mask, the same page (/session/new) is displayed again, making it look like the login had failed at first.",Bug,issue-8399.md
MozillaFirefox,waiting for compliant workers,"Web interface reports `waiting for 4 compliant workers`, while CLI reports 70 compliant workers.",discrepancy_in_worker_count,issue-8404.md
,,,,issue-8409.md
aqbanking-beta,Build,nothing provides pkgconfig(aqbanking) = 5.99.30beta,missing dependencies,issue-8413.md
None,maintained_projects#index,undefined method `to_unsafe_h' for nil:NilClass,None,issue-8432.md
systemd-mini,build,Kiwi builds are not supposed to pull those packages in but do so right now.,missing dependencies,issue-8441.md
mkvtoolnix,mouseover/click interaction,None,"Bug, Frontend",issue-8462.md
None,staging,"Server returned an error: HTTP Error 404: Not Found
Date: Mon, 30 Sep 2019 10:31:14 GMT
Server: Apache/2.4.23 (Linux/SUSE)
Strict-Transport-Security: max-age=31536000
X-Request-Id: 97e87450-6667-48bd-98bc-3df62f4c72ed
X-Runtime: 0.004729
X-Powered-By: Phusion Passenger 6.0.2
Content-Length: 119
Status: 404 Not Found
Content-Type: application/xml; charset=utf-8
Connection: close

<?xml version=""1.0"" encoding=""UTF-8""?>
<hash>
  <status type=""integer"">404</status>
  <error>Not Found</error>
</hash>
",route_not_found,issue-8473.md
openSUSE-MicroOS.x86_64-16.0.0-kvm-and-xen-Snapshot20190926.qcow2,file_link_creation,"Some kiwi appliances generate duplicate file name links such as openSUSE-MicroOS.x86_64-kvm-and-xen.qcow2, openSUSE-MicroOS.x86_64-kvm-and.qcow2, openSUSE-MicroOS.x86_64-kvm.qcow2, openSUSE-MicroOS.x86_64-and.qcow2",duplicate_file_names,issue-8488.md
,,,,issue-8491.md
,repository_refresh,Signature verification failed for file 'repomd.xml' from repository 'home:myhome'. This file was modified after it has been signed.,signature_verification_failure,issue-8500.md
,setrelease process,"The .raw.xz filename in .sha256 file should match, but currently the filename is missing the .xz extension inside the .sha256 file.",file_mismatch,issue-8502.md
,staging-workflow,"Unstaging a request not in `review` gives a misleading response. It returns a 403, but still unstages it from the staging project.",Bug,issue-8522.md
,staging,"Server returned an error: HTTP Error 400: Bad Request
Assigning requests to openSUSE:Factory:Staging:B failed: Request 114 not found in Staging for project openSUSE:Factory.",misleading_error,issue-8525.md
ilmbase,Metadata operation,"Server returned an error: HTTP Error 403: Forbidden
Insufficient permissions to store file in package ilmbase, project graphics",Permission issue,issue-8543.md
None,status#show,undefined method `name' for nil:NilClass,None,issue-8568.md
,Frontend,,Bug,issue-8572.md
,,,,issue-8573.md
exiv2,missing_reviews,The ID given in missing_reviews is an internal ID which is meaningless in the API. It should be the request's number.,API Compatibility,issue-8575.md
obs worker and its dependencies,Setup on CentOS,None,missing dependencies,issue-8585.md
None,database_operation,"Mysql2::Error: Duplicate entry '2280904-6' for key 'arch_repo_index': INSERT INTO `repository_architectures` (`repository_id`, `architecture_id`, `position`) VALUES (2280904, 6, 1)",duplicate_entry,issue-8587.md
lvm2,Package Conversion to Multibuild,"After a package has been converted to multibuild, package links should not be created by IBS. The links for both, lvm2-clvm and device-mapper, were automatically created by IBS.",Incorrect Package Management,issue-8589.md
opensuse-leap-image,Frontend,Cannot read property 'mData' of undefined,None,issue-8591.md
None,Creating or updating project,"ThinkingSphinx::SphinxError: index 'project_core' does not support INSERT (enabled=1) - REPLACE INTO project_core (id, `name`, `title`, `description`, `sphinx_internal_id`, `sphinx_internal_class`, `sphinx_deleted`, `project_id`, `attrib_type_ids`, `issue_ids`, `linked_count`, `activity_index`, `links_to_other`, `is_devel`, `updated_at`) VALUES (1629, 'openSUSE:Factory:Staging:adi:217', '', '', 407, 'Project', 0, 407, (), (), 0, 0, 0, 0, 0)",Indexing error,issue-8623.md
openSUSE-release,container build,"Failed to resolve ""product_flavor(openSUSE) needed by openSUSE-release"" in Dockerfile based container build
error running container: error creating container for [/bin/sh -c obs-docker-support --install]: time=""2019-10-27T15:23:32Z"" level=error msg=""systemd cgroup flag passed, but systemd support for managing cgroups is not available""","missing dependencies, cgroup issues",issue-8629.md
hw-probe-0-Build138.1.glibc2.17-x86_64.AppImage,Build Environment,"depends on liblzo2.so.2, that is not presented in all Linux distributions, so the appimage can't start.",missing dependencies,issue-8630.md
hw-probe,,,,issue-8631.md
,build,"The issue describes a scenario where tests fail during the build process, but the failure does not propagate back to OBS. There is no specific error log content provided.",integration_test_failure,issue-8632.md
OBS appliance,Installation and Startup,Does not pass starting the OBS API Setup service,Incompatible version,issue-8647.md
chromium,Branching,undefined method `project' for nil:NilClass,NilClass Error,issue-8651.md
MozillaFirefox,source#global_command_branch,undefined method `incident_id' for #<Project:0x00007f44b17e4558>,missing_method,issue-8672.md
SLES12-SP5-Azure:Basic-On-Demand/images,Configuration,There has been an internal error. Please try again.,Missing Configuration,issue-8675.md
,staging-workflow,"It's not moving project - nor moving *back* to openSUSE:Factory, as a matter of fact it never left openSUSE:Factory",Bug,issue-8679.md
vala-panel-appmenu,Frontend,"n is undefined
threw this 369 times",Bug,issue-8681.md
,Repository Creation,,Unsupported Compression Algorithm,issue-8683.md
,visiting_staging_project_page,https://errbit-opensuse.herokuapp.com/apps/5620ca2bdc71fa00b1000000/problems/5dc57e21cd4ef6000883399d,server_error,issue-8685.md
,staging_projects#show,"undefined method `staging_projects' for nil:NilClass

[https://api.opensuse.org/staging/openSUSE:Leap:15.1/staging_projects/O](https://api.opensuse.org/staging/openSUSE:Leap:15.1/staging_projects/O)

[See this exception on Errbit](http://errbit-opensuse.herokuapp.com/apps/5620ca2bdc71fa00b1000000/problems/5dc590e4cd4ef600088339ac)",Bug,issue-8686.md
openSUSE/open-build-service,staging-workflow,None,Bug,issue-8693.md
None,Frontend,Validation failed: Login must have more than two characters,Bug,issue-8699.md
osc-plugin-factory,staging,"Server returned an error: HTTP Error 404: Not Found
Couldn't find Project with [WHERE (projects.id not in (0)) AND `projects`.`staging_workflow_id` = ? AND `projects`.`name` = ?]",None,issue-8700.md
,Frontend,Cannot read property 'top' of undefined,None,issue-8701.md
OBS API,Creating a new Project,"ThinkingSphinx::SphinxError (index 'project_core' does not support INSERT (enabled=1) - REPLACE INTO project_core (id, `name`, `title`, `description`, `sphinx_internal_id`, `sphinx_internal_class`, `sphinx_deleted`, `project_id`, `attrib_type_ids`, `issue_ids`, `linked_count`, `activity_index`, `links_to_other`, `is_devel`, `updated_at`) VALUES (85, 'CentOS:CentOS-7.7', 'CentOS 7.7', 'CentOS 7.7 base project. Currently CentOS 7.7. ', 21, 'Project', 0, 21, (), (), 0, 0, 0, 0, 0))",Incompatible configuration changes,issue-8707.md
nodejs-underscore,staging,"Server returned an error: HTTP Error 404: Not Found
X-Opensuse-Errorcode: unknown_package",unknown_package,issue-8712.md
openSUSE-MicroOS,Parsing JSON version,A version of the box you're loading is formatted in a way that Vagrant cannot parse: 'ContainerHost.20191112'. Please reformat the version to be properly formatted. It should be in the format of X.Y.Z.,Invalid version format,issue-8721.md
,staging,There is a `:bad_request` returned - but the request is still staged.,None,issue-8730.md
,staged_requests#create,"undefined method `is_delete?' for #<BsRequestActionDelete:0x00007f8502aaa1c0>
Did you mean?  delete",Bug,issue-8734.md
,,,,issue-8738.md
,,,,issue-8745.md
,staging_workflow,"when some submissions have pending reviews and other are fully reviewed, you can notice a height difference (due to icons used in the pending review requests)",,issue-8746.md
,staging_project_log_incorrect,"The log history for staging projects is incorrect. Requests were marked as submitted by `coolo-factory`, but they were actually submitted by other users.",incorrect_log_entry,issue-8748.md
None,excluded_requests#create,undefined method `[]' for nil:NilClass,Bug,issue-8756.md
,staging-workflow,No permission check on accepting staging projects leading to chaos if the background job is started and staging project is set to accepting and then erroring out.,Permission Issue,issue-8759.md
,removing package,It seems the error is raised when trying to remove a package when another package is pointing to it as devel package,missing dependencies,issue-8762.md
,obs_web_interface,None,Frontend_Issue,issue-8793.md
,Creating or editing a patchinfo,,Bug,issue-8798.md
mbedtls,staging-workflow,Package build failed on multiple architectures (x86_64 and i586). Dashboard only shows failure on i586.,incompatible_architecture_instructions,issue-8802.md
,,,,issue-8806.md
None,runtime,"An error occurred while loading ./spec/models/cloud/ec2/params_spec.rb.
Failure/Error: in: Configuration::REGIONS.map(&:second), message: ""'%{value}' is not a valid EC2 region""

NameError:
  uninitialized constant Configuration::REGIONS",missing_constant,issue-8812.md
None,comments#create,Invalid id given: [Service],Bug,issue-8822.md
,Test Suite / CI,"expected: 1
got: 0
(compared using ==)",Test Failure,issue-8826.md
,,,,issue-8829.md
obs-server,Package Creation or Update,"ThinkingSphinx::SphinxError: index 'package_core' does not support INSERT (enabled=1) - REPLACE INTO package_core (id, `name`, `title`, `description`, `sphinx_internal_id`, `sphinx_internal_class`, `sphinx_deleted`, `project_id`, `attrib_type_ids`, `issue_ids`, `linked_count`, `activity_index`, `links_to_other`, `is_devel`, `updated_at`) VALUES (13980, 'newpackagetest', 'xyztitle', '', 3495, 'Package', 0, 9, (), (), 0, 20.0, 0, 0, 1575336768)",Configuration Error,issue-8830.md
,workflows#show,undefined method `each' for nil:NilClass,runtime_error,issue-8851.md
None,Frontend,undefined method `each' for nil:NilClass,Bug,issue-8872.md
None,None,The buildtimes are truncated modulo 24 hours.,Bug,issue-8878.md
xtables-geoip,comments#create,Invalid id given: https://build.opensuse.org/package/show/home:adkorte/xtables-geoip,None,issue-8919.md
installation-images-extras,rebuild,"lxml.etree.XMLSyntaxError: xmlSAX2Characters: huge text node, line 3, column 10003825
[script-executor] Script completed with exit code: 1.

<arch>x86_64</arch>
  <error>unresolvable: nothing provides debuginfo(build-id) = 1bcdd2e76c5b812c1a0d29559c6521ed5f26bfb4 needed by installation-images-debuginfodeps-openSUSE, (got version 7db8ee0efb3899d8ca9e6b4dcf1bd31fb6eb38cb provided by vala-panel-extras-volume-debuginfo), (got version 863408ded52ae02987afd6720900970ecd486070 provided by vala-panel-extras-battery-debuginfo), (got version 588187903930f78d98745592d92d1dc431ef7bda provided by vala-panel-plugin-sntray-debuginfo), (got version d1f8274bb2150d2bed63ee9fcc29855d5d81905b provided by vala-panel-extras-xkb-debuginfo), (got version 42e3b7fde196b8f20babc8b53272d091314f8ffa provided by vala-panel-extras-weather-debuginfo)",missing_dependencies,issue-8924.md
,,,,issue-8943.md
,,,,issue-8951.md
None,feeds#notifications,string contains null byte,Bug,issue-8953.md
open-build-service,Documentation Feedback,,Documentation,issue-8958.md
None,metadata retrieval,"[pgnd-Archiving|http://download.opensuse.org/repositories/home:pgnd:/Archiving/openSUSE_Leap_15.1] Valid metadata not found at specified URL
Please check if the URIs defined for this repository are pointing to a valid repository.",missing metadata,issue-8995.md
,,,,issue-9056.md
None,build,KiwiDebootstrapError: No main distribution repository is configured,missing_dependencies,issue-9079.md
,,,,issue-9097.md
,,,,issue-9111.md
dbus-1.spec,API Request,Server returned an error: HTTP Error 404: dbus-1.spec no such file,File Not Found,issue-9113.md
A,dependency evaluation,package stays in state `unresolvable`,missing dependencies,issue-9123.md
,,,,issue-9124.md
,API Response Handling,"The `<api_url>` element is present in the response of `GET /configuration.xml`, but it is not defined in the schema (`configuration.rng`).","Bug, Unexpected Element Presence",issue-9126.md
None,test_copy_project_for_release_with_history,"{
    ""count""=>""6"",
    ""entry""=>[
        X({""name""=>""Pack3""}), 
        X({""name""=>""_product""}), 
        X({""name""=>""_product:fixed-release""}), 
        X({""name""=>""pack1""}), 
        X({""name""=>""pack2""}), 
        X({""name""=>""patchinfo""})
    ]
}

+++ actual

@@ -1 +1 @@
-""{\""count\""=>\""6\"", \""entry\""=>[X({\""name\""=>\""Pack3\""}), X({\""name\""=>\""_product\""}), X({\""name\""=>\""_product:fixed-release\""}), X({\""name\""=>\""pack1\""}), X({\""name\""=>\""pack2\""}), X({\""name\""=>\""patchinfo\""})]}""
+""{\""count\""=>\""4\"", \""entry\""=>[X({\""name\""=>\""Pack3\""}), X({\""name\""=>\""pack1\""}), X({\""name\""=>\""pack2\""}), X({\""name\""=>\""patchinfo\""})]}""",Data Mismatch,issue-9138.md
,Frontend,None,Bug,issue-9149.md
Virtualization:vagrant/vagrant,Frontend,None,Bug,issue-9157.md
,Creation of new image,Package has no source revision yet,Missing source revision,issue-9170.md
,API usage,patchinfo validation error: 2:0: ERROR: Error validating value,None,issue-9172.md
test_package2,Package Deletion,"2020-03-05 11:34:16: [25728] DELETE (172.16.1.81) /source/Test_Scm/test_package2?user=Admin&comment
file /srv/obs/events/lastevents changed!

2020-03-05 11:38:09: [27070] PUT (172.16.1.81) /source/Test_Scm/test_package2/_service?user=Admin
172.16.1.81 [27070]: 404 package 'test_package2' does not exist
2020-03-05 11:38:09: [27071] GET (172.16.1.81) /source/Test_Scm/test_package2?
172.16.1.81 [27071]: 404 package 'test_package2' does not exist
2020-03-05 11:38:09: [27072] GET (172.16.1.81) /source/Test_Scm/test_package2?
172.16.1.81 [27072]: 404 package 'test_package2' does not exist",Internal Server Error,issue-9186.md
ruby2.6,API Response Validation,"<directory name=""ruby2.6"" rev=""1"" vrev=""1"" srcmd5=""f71d3715b36d6a5100ada5c7ede53032"">
  <linkinfo project=""devel:languages:ruby"" package=""ruby2.6"" srcmd5=""79e1007e6c69fc2b2161a462fd619346"" xsrcmd5=""06c51075393fe15fe340289afec7f2ed"" lsrcmd5=""f71d3715b36d6a5100ada5c7ede53032""/>
  <entry name=""_link"" md5=""fc0145177935b00fba3049952abaa962"" size=""454"" mtime=""1530465319""/>
</directory>",Schema Violation,issue-9187.md
,User Interface / WebUI,None,Display Issue / Cache Problem,issue-9194.md
,"Unresolvable, Building",,None,issue-9198.md
fish.AppImage,runtime,python3: /lib64/libc.so.6: version `GLIBC_2.25' not found (required by /tmp/.mount_fishOKHG4Z/usr/lib64/libpython3.6m.so.1.0),missing dependencies,issue-9207.md
,,,,issue-9222.md
"OBS Server, obs-api",Configuration Update and Service Restart,"The new entry reappeared in the API /configuration, but still did not appear in bs_admin --show-scheduler-architectures.",Incompatible Configuration Handling,issue-9261.md
,,,,issue-9262.md
,,,Bug,issue-9276.md
graphics / orthanc,Inbox display issue,None,UI/UX issue,issue-9283.md
,,,,issue-9298.md
,,,,issue-9312.md
None,runtime,Found 2 elements with non-unique id: description and project,Bug,issue-9331.md
,,,,issue-9350.md
raspberrypi-firmware,File Management/Caching,Two 'raspberry-firmware.changes' files with identical size and hash but different filenames: 'raspberrypi-firmware-config.changes' and 'raspberrypi-firmware.changes'. This results in showing the wrong filename for the -config variant.,Caching Issue,issue-9352.md
None,staging workflows,New requests sent to openSUSE:Factory do not get the appropriate reviews added; error 500 when a request should go into an adi project; no maintainers / reviewers ticked in the UI,"Bug, Frontend",issue-9353.md
None,build,"Could not parse BuildRequires like perl(vars), perl(File::Copy)",missing dependencies,issue-9367.md
multimedia:apps/pulse,pulse#show,undefined method `any?' for nil:NilClass,Bug,issue-9370.md
nheko,runtime,undefined method `name' for nil:NilClass,nil_reference_error,issue-9374.md
minimal-sle-15-sp1.x86_64-0.1.1-oem-Build25.15.install.tar,publishing,No static links for oem.install.tar files,missing_links,issue-9398.md
server:dns,pulse#show,undefined method `any?' for nil:NilClass,None,issue-9404.md
openSUSE/open-build-service,Notifications Creation,undefined method `commentable' for nil:NilClass,Runtime Error,issue-9424.md
,,,,issue-9434.md
,,,,issue-9437.md
,Runtime,"DEPRECATION WARNING: ActionView::Base instances should be constructed with a lookup
context, assignments, and a controller. (called from new at
 /srv/www/obs/api/app/mixins/can_render_model.rb:6)

DEPRECATION WARNING: ActionView::Base instances must implement
`compiled_method_container` or use the class method `with_empty_template_cache` for
 constructing an ActionView::Base instance that has an empty cache. (called from render_xml at
 /srv/www/obs/api/app/mixins/can_render_model.rb:8)",Deprecation Warning,issue-9438.md
None,None,"DEPRECATION WARNING: Uniqueness validator will no longer enforce case sensitive comparison in Rails 6.1. To continue case sensitive comparison on the :name attribute in Status::Check model, pass `case_sensitive: true` option explicitly to the uniqueness validator. (called from update at /srv/www/obs/api/app/controllers/status/checks_controller.rb:21)

DEPRECATION WARNING: Uniqueness validator will no longer enforce case sensitive comparison in Rails 6.1. To continue case sensitive comparison on the :flag attribute in Flag model, pass `case_sensitive: true` option explicitly to the uniqueness validator. (called from block in store at /srv/www/obs/api/app/models/project.rb:786)",Deprecation Warning,issue-9439.md
Rails,Runtime,"DEPRECATION WARNING: update_attributes is deprecated and will be removed from Rails 6.1 (please, use update instead)",Deprecation Warning,issue-9441.md
Rails,Deprecation Warning,"DEPRECATION WARNING: NOT conditions will no longer behave as NOR in Rails 6.1. To continue using NOR conditions, NOT each conditions manually (.where.not(:notifiable_id => ...).where.not(:notifiable_type => ...)).",Bug,issue-9444.md
None,Runtime,"DEPRECATION WARNING: Dangerous query method (method whose arguments are used as raw SQL) called with non-attribute argument(s): ""DISTINCT `key`"". Non-attribute arguments will be disallowed in Rails 6.1. This method should not be called with user-provided values, such as request parameters or model attributes. Known-safe values can be passed by wrapping them in Arel.sql(). (called from perform at /srv/www/obs/api/app/jobs/status_history_rescaler_job.rb:11)",Code Quality/Deprecation Warning,issue-9445.md
,Project Configuration and Build Process,Setting an invalid repotype in project configuration permanently breaks the project's ability to publish repositories.,"InvalidConfiguration, PermanentBreakage",issue-9448.md
,runtime,"E, [2020-03-09T00:00:11.912872 #20001] ERROR -- : [20001:0.00] **Airbrake: unexpected code (404). Body: <!DOCTYPE html>

<html>

<head>

  <title>The page you were looking for doesn't exist (404)</title>

  <s...
",network_error,issue-9455.md
BsRequestAction::Differ::SourcePackageFinder,Test Execution,"expected: [""another_source_package"", ""source_package""]
got: [""source_package"", ""another_source_package""]",Assertion Error,issue-9457.md
"obs-service-kiwi_metainfo_helper, obs-service-kiwi_label_helper",build,"Those services did not get installed. They were included in the kiwi image expansion with noinstall=""1"".",missing dependencies,issue-9507.md
None,buildresult,undefined method `buildresult' for nil:NilClass,missing_method_or_attribute,issue-9514.md
openSUSE:Live/JeOS,package#show,"Mysql2::Error: Illegal mix of collations (utf8_bin,IMPLICIT) and (utf8mb4_unicode_ci,COERCIBLE) for operation '='",database_collation_mismatch,issue-9515.md
pulse,Frontend,"Security warning: an embedded <script> tag on another site requested protected JavaScript. If you know what you're doing, go ahead and disable forgery protection on this action to permit cross-origin JavaScript embedding.",Security,issue-9521.md
None,Configuration modification and page refresh,None,Incompatible architecture settings,issue-9523.md
None,database_query,Mysql2::Error: Unknown column 'projects.name' in 'where clause',database_issue,issue-9532.md
perl-Sys-MemInfo,Creation/Initialization,"<status code=""400"">
  <summary>home:M0ses:Perl/perl-Sys-MemInfo: project 'home:M0ses:Perl' does not exist</summary>
</status>",MissingDependencies,issue-9533.md
apache2-mod_asn,redirect,None,Bad Redirect,issue-9539.md
python-yamllint,Frontend,"undefined method `project_release_request_path' for #<#<Class:0x00007f7df5c8da00>:0x00007f7df5c8b7c8>
Did you mean?  project_new_release_request_path",Bug,issue-9547.md
,Submission to Factory,The SR got declined because the changes file was not included in the SR despite the pop-up catching the text from the changes file.,Submission Error,issue-9585.md
,UI Rendering,None,"Frontend, Bootstrap Compatibility",issue-9586.md
None,Feature Test,"expected to find field ""target_package"" that is not disabled but there were no matches
./spec/features/beta/webui/image_templates_spec.rb:67:in `block (3 levels) in <top (required)>'",Missing Element,issue-9598.md
obs-server,Frontend,"Requiring user, but found nobody",Bug,issue-9603.md
,Image Signature Handling,GCE images no longer have any signature. The checksum is not signed inline and there is no .asc file available.,Missing signature,issue-9606.md
None,Installation,"The following signatures couldn't be verified because the public key is not available: NO_PUBKEY DFA175A75104960E
The repository 'https://download.opensuse.org/repositories/Emulators:/Wine:/Debian/Debian_10 ./ InRelease' is not signed.
Updating from such a repository can't be done securely, and is therefore disabled by default.",Missing Public Key,issue-9633.md
None,status_messages#acknowledge,Validation failed: Status message You have already acknowledged the message,Bug,issue-9714.md
,Frontend,"<status code=""400"">
  <summary>bad files in patchinfo container</summary>
</status>",Bug,issue-9717.md
None,Search Operation,500: internal server error,Server Error,issue-9747.md
openSUSE/open-build-service,Runtime,"DEPRECATION WARNING: Class level methods will no longer inherit scoping from `for_project` in Rails 6.1. To continue using the scoped relation, pass it into the block directly.",Deprecation Warning,issue-9748.md
None,Database Migration,"[strong_migrations] DANGER: Lock timeout is longer than 10 seconds: 86400
rails aborted!
StandardError: An error has occurred, all later migrations canceled:

Mysql2::Error: Duplicate entry '1-DelegateRequestTarget' for key 'index_attrib_types_on_attrib_namespace_id_and_name'
/srv/www/obs/api/db/data/20200527135426_request_delegate_attribute.rb:9:in `up'
bin/rails:4:in `require'
bin/rails:4:in `<main>'

Caused by:
ActiveRecord::RecordNotUnique: Mysql2::Error: Duplicate entry '1-DelegateRequestTarget' for key 'index_attrib_types_on_attrib_namespace_id_and_name'
/srv/www/obs/api/db/data/20200527135426_request_delegate_attribute.rb:9:in `up'
bin/rails:4:in `require'
bin/rails:4:in `<main>'

Caused by:
Mysql2::Error: Duplicate entry '1-DelegateRequestTarget' for key 'index_attrib_types_on_attrib_namespace_id_and_name'
/srv/www/obs/api/db/data/20200527135426_request_delegate_attribute.rb:9:in `up'
bin/rails:4:in `require'
bin/rails:4:in `<main>'
Tasks: TOP => db:migrate:with_data
(See full trace by running task with --trace)",Duplicate Entry Error,issue-9762.md
,,,,issue-9766.md
obs-api,database_migration,"Mysql2::Error: Table 'api_production.announcements' doesn't exist
/srv/www/obs/api/db/data/20200528135241_dump_announcements_into_status_messages.rb:13:in `up'",missing_dependencies,issue-9779.md
SLE-15-SP2-Online-x86_64-GMC-Media3.iso,macro processing,The content of the *.sha256 file does not match the filename due to an incorrect macro expansion.,incorrect_macro_expansion,issue-9787.md
None,API Request,Error 400 Bad request when making a large number of package requests via `osc up`.,Request URI Too Long,issue-9849.md
,,,,issue-9854.md
,,,,issue-9868.md
,,,,issue-9872.md
None,notifications#index,undefined method `number' for #<Review:0x000055b6c12a4e50>,None,issue-9893.md
None,notifications#index,undefined method `size' for nil:NilClass,Runtime Error,issue-9909.md
,,,,issue-9925.md
os-autoinst,unresolvable,"nothing provides perl(ExtUtils::MakeMaker) >= 7.12, (got version 6.66 provided by perl), nothing provides perl(Test::Warnings) >= 0.029, …",missing dependencies,issue-9936.md
Mageia_Cauldron,Installation/configuration,Timed out waiting for device /dev/ttyS0.,Configuration issue,issue-9948.md
None,Search Functionality,500 Internal Server Error,Server Error,issue-9984.md
None,search,500 error when searching for `gcc10`,broken_link,issue-9997.md
